user_id,product_sequence,product_id,time_seq,item_freq,position
AE2AQYVET37MCLOTQK3ZBVC44S3A,B0030HQI1U,9,0.016906071904769053,0.0,0
AE2AQYVET37MCLOTQK3ZBVC44S3A,B00WHEXKMM,6,0.6539038628932375,0.1286125211505922,1
AE2AQYVET37MCLOTQK3ZBVC44S3A,B00JH83DU0,6,3.286193085100924e-07,0.1286125211505922,2
AE2AQYVET37MCLOTQK3ZBVC44S3A,B009QTVG4K,9,0.018717322811999774,0.0,3
AE2AQYVET37MCLOTQK3ZBVC44S3A,B01BXWQSUY,41,0.08702138254039314,0.07759930789355737,4
AE2AQYVET37MCLOTQK3ZBVC44S3A,B01D5IN2PI,12,0.0045778136367569874,0.6589983777277721,5
AE2AQYVET37MCLOTQK3ZBVC44S3A,B00NUXOKCI,6,3.9405394401300706e-08,0.1286125211505922,6
AE2AQYVET37MCLOTQK3ZBVC44S3A,B071LDDNJD,6,0.11043034707828779,0.1286125211505922,7
AE2AQYVET37MCLOTQK3ZBVC44S3A,B011TG51HU,27,0.00862727599165284,0.16016374652038642,8
AE2AQYVET37MCLOTQK3ZBVC44S3A,B09XMLKZK3,46,0.007989183333761592,0.3400604442357912,9
AE2AQYVET37MCLOTQK3ZBVC44S3A,B0179FOK36,27,0.013619445559089508,0.16016374652038642,10
AE2AQYVET37MCLOTQK3ZBVC44S3A,B071GC1CN5,6,0.06335395619938437,0.1286125211505922,11
AE2AQYVET37MCLOTQK3ZBVC44S3A,B00J46XO9U,6,0.0012834878996205218,0.1286125211505922,12
AE2AQYVET37MCLOTQK3ZBVC44S3A,B01FQWQN2A,42,0.010556048108602795,0.3873325691829048,13
AE2AQYVET37MCLOTQK3ZBVC44S3A,B07VJNHZS3,29,0.011202364540029769,0.5562014285072547,14
AE2AQYVET37MCLOTQK3ZBVC44S3A,B0C5CZRMJC,26,0.0018911067863540288,0.23785351704133428,15
AE2AQYVET37MCLOTQK3ZBVC44S3A,B076J7J2T1,26,0.01142921090488309,0.23785351704133428,16
AE2AQYVET37MCLOTQK3ZBVC44S3A,B0746ZT1Y3,26,6.72017449543506e-07,0.23785351704133428,17
AE2AQYVET37MCLOTQK3ZBVC44S3A,B074CMHVKY,14,2.9070816909794608e-08,0.5149976926626672,18
AE2AQYVET37MCLOTQK3ZBVC44S3A,B075LNBPSM,11,5.306111271436852e-08,0.2816203447755943,19
AE2AQYVET37MCLOTQK3ZBVC44S3A,B0786GZGJ5,26,0.01699103518372092,0.23785351704133428,20
AE2AQYVET37MCLOTQK3ZBVC44S3A,B07B3TLDVQ,24,0.014541689855704027,0.3264157899214474,21
AE2AQYVET37MCLOTQK3ZBVC44S3A,B01M8NMRVA,35,1.216877181637374e-06,0.40562804483357745,22
AE2AQYVET37MCLOTQK3ZBVC44S3A,B01M661H4J,6,3.0044504415539285e-08,0.1286125211505922,23
AE2AQYVET37MCLOTQK3ZBVC44S3A,B01H7WV1QU,47,1.4446234559883472e-08,0.2560331579192474,24
AE2AQYVET37MCLOTQK3ZBVC44S3A,B079YC1TRH,48,0.011795011314112506,0.1419632770489087,25
AE2AQYVET37MCLOTQK3ZBVC44S3A,B01LYR1ROJ,36,0.01485446168397082,0.2748509191267064,26
AE2AQYVET37MCLOTQK3ZBVC44S3A,B079BCDRDK,41,2.2009178430651882e-08,0.07759930789355737,27
AE2AQYVET37MCLOTQK3ZBVC44S3A,B078PGKRZL,10,1.3323120349630129e-08,0.11310319758006934,28
AE2AQYVET37MCLOTQK3ZBVC44S3A,B01M03C541,6,1.5842125931972615e-06,0.1286125211505922,29
AE2AQYVET37MCLOTQK3ZBVC44S3A,B01JJLKZFU,6,3.6667503142995684e-08,0.1286125211505922,30
AE2AQYVET37MCLOTQK3ZBVC44S3A,B00UH3K244,49,4.5392123767369945e-08,0.23785351704133428,31
