user_id,product_sequence,product_id,time_seq,item_freq,position
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B07KD1ZKHZ,35,0.02376045189744116,0.334763532966781,0
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B07W8Y8GN8,32,0.0023562505844860224,0.2670303654143078,1
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B07HK6QV29,36,0.004145926107507927,0.0,2
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B06XSXBB3D,17,0.0030918960840740552,0.10613459196866801,3
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B073VHZ9NC,47,0.0003780341474033278,0.308871649345805,4
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B07PVGM5NH,43,0.004721513483847144,0.15328694722673109,5
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B085S12ML6,12,0.00448658580866825,0.2716652230855814,6
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B07MC94DFM,39,9.024554967823052e-07,0.16564882660992938,7
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B07GZBXQDN,14,5.758383718611668e-07,0.21952307428375367,8
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B07PRC1FPR,10,5.109023313212423e-07,0.15837507579888202,9
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B07FT9LV7P,36,5.84831267857207e-07,0.0,10
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B00KRYL71U,21,0.0026899732464978738,0.10788933364128547,11
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B07D9G24C2,14,2.853230463970993e-06,0.21952307428375367,12
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B09DLFVD4Q,18,0.0023103522882225768,0.31812311247924335,13
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B09C4PVN2D,39,0.006339558913635081,0.16564882660992938,14
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B01ENPGQBO,43,0.018668110188001005,0.15328694722673109,15
AE2GNH3UAVY7MKXQLXL6AYJK6WNQ,B076PX49KJ,23,0.011423202285558176,0.9196305225234986,16
